Component,Arxiu,Linia,ID,Classes CSS,Num Fills,Nivell de Sospita (Basura?)
OficiDocumentacio.jsx,src/pages/features/OficiDocumentacio.jsx,166,,,2,Contenidor simple sense classes/id
OficiDocumentacio.jsx,src/pages/features/OficiDocumentacio.jsx,177,,flex items-center gap-3 w-full lg:w-auto,2,
OficiDocumentacio.jsx,src/pages/features/OficiDocumentacio.jsx,178,,relative group w-full lg:w-80,2,
OficiDocumentacio.jsx,src/pages/features/OficiDocumentacio.jsx,200,,grid grid-cols-1 md:grid-cols-2 xl:grid-cols-3 gap-8,1,
OficiDocumentacio.jsx,src/pages/features/OficiDocumentacio.jsx,202,,relative group rounded-[32px] overflow-hidden bg-theme-panel border border-[var(--border-master)] hover:shadow-2xl transition-all hover:-translate-y-2 duration-500 flex flex-col h-full,4,
OficiDocumentacio.jsx,src/pages/features/OficiDocumentacio.jsx,204,,relative h-56 w-full shrink-0 overflow-hidden bg-[var(--bg-app)] border-b border-[var(--border-master)],6,
OficiDocumentacio.jsx,src/pages/features/OficiDocumentacio.jsx,210,,absolute inset-x-0 bottom-0 h-32 bg-gradient-to-t from-[var(--bg-panel)] via-[var(--bg-panel)]/80 to-transparent pointer-events-none,0,DIV Buit (Sense contingut)
OficiDocumentacio.jsx,src/pages/features/OficiDocumentacio.jsx,212,,absolute top-4 right-4 glass-panel px-2 py-1 rounded text-[8px] font-black uppercase tracking-widest text-theme-text opacity-50 pointer-events-none,1,
OficiDocumentacio.jsx,src/pages/features/OficiDocumentacio.jsx,226,,flex-1 p-6 sm:p-8 flex flex-col relative z-10 -mt-12,4,
OficiDocumentacio.jsx,src/pages/features/OficiDocumentacio.jsx,227,,flex items-center gap-3 mb-4,2,
OficiDocumentacio.jsx,src/pages/features/OficiDocumentacio.jsx,228,,w-12 h-12 rounded-xl border border-[var(--border-master)] bg-[var(--bg-app)] flex items-center justify-center shadow-lg,1,
OficiDocumentacio.jsx,src/pages/features/OficiDocumentacio.jsx,240,,flex flex-col gap-2 w-full mt-auto,1,
OficiDocumentacio.jsx,src/pages/features/OficiDocumentacio.jsx,255,,flex flex-col pr-4 min-w-0 flex-1,2,
OficiDocumentacio.jsx,src/pages/features/OficiDocumentacio.jsx,281,,fixed inset-0 z-dropdown bg-theme-base/95 backdrop-blur-xl flex flex-col items-center justify-center p-4 sm:p-12 animate-in fade-in duration-300,2,
OficiDocumentacio.jsx,src/pages/features/OficiDocumentacio.jsx,288,,relative w-full max-w-5xl md:h-[80vh] flex flex-col items-center justify-center rounded-[40px] overflow-hidden border border-[var(--border-master)] bg-theme-panel shadow-2xl,2,
OficiDocumentacio.jsx,src/pages/features/OficiDocumentacio.jsx,290,,absolute bottom-6 px-4 py-2 rounded-xl text-xs font-black uppercase tracking-widest glass-panel text-theme-text text-opacity-70,1,
ResourceDetail.jsx,src/pages/features/ResourceDetail.jsx,9,,min-h-screen bg-black flex flex-col items-center justify-center p-6 bg-[radial-gradient(circle_at_center;_#111_0%;_#000_100%)],2,
ResourceDetail.jsx,src/pages/features/ResourceDetail.jsx,10,,relative mb-8,2,
ResourceDetail.jsx,src/pages/features/ResourceDetail.jsx,11,,w-16 h-16 border-4 border-white/5 border-t-white rounded-[28px] animate-spin,0,DIV Buit (Sense contingut)
ResourceDetail.jsx,src/pages/features/ResourceDetail.jsx,84,,min-w-full min-h-[100dvh] bg-black flex flex-col items-center justify-center p-6 text-center,4,
ResourceDetail.jsx,src/pages/features/ResourceDetail.jsx,97,,w-full min-h-[100dvh] bg-black text-white relative font-sans overflow-x-hidden selection:bg-white selection:text-black,8,
ResourceDetail.jsx,src/pages/features/ResourceDetail.jsx,105,,relative w-full h-[65vh] md:h-[80vh] flex flex-col justify-end p-6 md:p-16 overflow-hidden rounded-b-3xl,7,
ResourceDetail.jsx,src/pages/features/ResourceDetail.jsx,107,,absolute inset-0 z-0 bg-cover bg-center transition-transform duration-1000 scale-105,0,DIV Buit (Sense contingut)
ResourceDetail.jsx,src/pages/features/ResourceDetail.jsx,111,,absolute inset-0 z-0 bg-gradient-to-t from-black via-black/40 to-transparent,0,DIV Buit (Sense contingut)
ResourceDetail.jsx,src/pages/features/ResourceDetail.jsx,114,,absolute top-6 left-6 right-6 z-20 flex items-center justify-between,2,
ResourceDetail.jsx,src/pages/features/ResourceDetail.jsx,122,,flex gap-3,2,
ResourceDetail.jsx,src/pages/features/ResourceDetail.jsx,135,,relative z-10 max-w-4xl animate-slide-up,3,
ResourceDetail.jsx,src/pages/features/ResourceDetail.jsx,136,,flex flex-wrap items-center gap-3 mb-6,2,
ResourceDetail.jsx,src/pages/features/ResourceDetail.jsx,154,,flex flex-wrap items-center gap-6 py-6 border-y border-white/10 text-xs font-bold text-gray-300 uppercase tracking-widest mt-6,3,
ResourceDetail.jsx,src/pages/features/ResourceDetail.jsx,155,,flex items-center gap-3,2,
ResourceDetail.jsx,src/pages/features/ResourceDetail.jsx,159,,flex items-center gap-2,2,
ResourceDetail.jsx,src/pages/features/ResourceDetail.jsx,163,,flex items-center gap-2,2,
ResourceDetail.jsx,src/pages/features/ResourceDetail.jsx,172,,w-full bg-black relative z-20 -mt-10 px-4 md:px-0,1,
ResourceDetail.jsx,src/pages/features/ResourceDetail.jsx,173,,max-w-3xl mx-auto py-16 md:py-24,3,
ResourceDetail.jsx,src/pages/features/ResourceDetail.jsx,176,,hidden md:flex flex-wrap gap-2 mb-12,1,
ResourceDetail.jsx,src/pages/features/ResourceDetail.jsx,194,,max-w-4xl mx-auto flex flex-col md:flex-row items-center justify-between gap-8 opacity-50 hover:opacity-100 transition-opacity duration-500,2,
ResourceDetail.jsx,src/pages/features/ResourceDetail.jsx,195,,flex items-center gap-6,2,
ResourceDetail.jsx,src/pages/features/ResourceDetail.jsx,196,,w-16 h-16 rounded-[28px] border border-white/20 flex items-center justify-center p-3 bg-white/5,1,
ResourceDetail.jsx,src/pages/features/ResourceDetail.jsx,199,,flex flex-col,3,
ResourceDetail.jsx,src/pages/features/ResourceDetail.jsx,206,,flex items-center gap-4,1,
ResourceDetail.jsx,src/pages/features/ResourceDetail.jsx,207,,flex flex-col items-end,2,
ResourceDetail.jsx,src/pages/features/ResourceDetail.jsx,209,,flex gap-2,3,
Translations.jsx,src/pages/features/Translations.jsx,19,,relative z-10 bg-[var(--theme-accent-primary)] w-full h-[56px] min-h-[56px] max-h-[56px] flex items-center px-3 shadow-md,2,
Translations.jsx,src/pages/features/Translations.jsx,33,,max-w-3xl mx-auto space-y-6,4,
Translations.jsx,src/pages/features/Translations.jsx,36,,bg-white dark:bg-[#1a1a1a] rounded-2xl shadow-sm border border-gray-100 dark:border-white/5 overflow-hidden,2,
Translations.jsx,src/pages/features/Translations.jsx,37,,p-5 sm:p-6 border-b border-gray-100 dark:border-white/5 flex items-center gap-4 bg-gray-50/50 dark:bg-black/20,2,
Translations.jsx,src/pages/features/Translations.jsx,38,,w-12 h-12 rounded-full bg-[var(--theme-accent-primary)]/10 flex items-center justify-center text-[var(--theme-accent-primary)] shrink-0,1,
Translations.jsx,src/pages/features/Translations.jsx,41,,,2,Contenidor simple sense classes/id
Translations.jsx,src/pages/features/Translations.jsx,46,,p-5 sm:p-6 bg-theme-base,2,
Translations.jsx,src/pages/features/Translations.jsx,53,,bg-white dark:bg-[#1a1a1a] rounded-2xl shadow-sm border border-gray-100 dark:border-white/5 overflow-hidden,2,
Translations.jsx,src/pages/features/Translations.jsx,54,,p-5 sm:p-6 border-b border-gray-100 dark:border-white/5 flex items-center gap-4 bg-blue-50 dark:bg-blue-900/10,2,
Translations.jsx,src/pages/features/Translations.jsx,55,,w-12 h-12 rounded-full bg-blue-100 dark:bg-blue-500/20 flex items-center justify-center text-blue-600 dark:text-blue-400 shrink-0,1,
Translations.jsx,src/pages/features/Translations.jsx,58,,,2,Contenidor simple sense classes/id
Translations.jsx,src/pages/features/Translations.jsx,63,,p-5 sm:p-6 bg-theme-base space-y-4,2,
Translations.jsx,src/pages/features/Translations.jsx,64,,flex items-start gap-3 text-gray-700 dark:text-gray-300 text-[15px] leading-relaxed,2,
Translations.jsx,src/pages/features/Translations.jsx,66,,,2,Contenidor simple sense classes/id
Translations.jsx,src/pages/features/Translations.jsx,77,,bg-gray-50 dark:bg-black/20 p-4 rounded-xl border border-gray-100 dark:border-white/5,2,
UniversalDetail.jsx,src/pages/features/UniversalDetail.jsx,109,,flex flex-col items-center justify-center p-8 text-center min-h-[50vh],4,
UniversalDetail.jsx,src/pages/features/UniversalDetail.jsx,226,,flex flex-col h-full w-full bg-theme-base animate-in fade-in relative,6,
UniversalDetail.jsx,src/pages/features/UniversalDetail.jsx,236,,z-[var(--z-sticky;200)] w-full max-w-full overflow-hidden shadow-lg bg-[#4F46E5] text-white dark:bg-[#F97316] dark:text-[#111111] transition-all shrink-0 touch-manipulation border-b border-black/10 dark:border-white/10,1,
UniversalDetail.jsx,src/pages/features/UniversalDetail.jsx,237,,flex items-center justify-between min-h-[56px] px-2 sm:px-4 w-full max-w-7xl mx-auto overflow-hidden,6,
UniversalDetail.jsx,src/pages/features/UniversalDetail.jsx,240,,flex items-center justify-start gap-1 shrink-0,3,
UniversalDetail.jsx,src/pages/features/UniversalDetail.jsx,271,,flex items-center justify-center shrink-0 mx-2,0,DIV Buit (Sense contingut)
UniversalDetail.jsx,src/pages/features/UniversalDetail.jsx,275,,flex items-center justify-end gap-1 sm:gap-2 flex-1 min-w-0 overflow-x-auto no-scrollbar scroll-smooth,4,
UniversalDetail.jsx,src/pages/features/UniversalDetail.jsx,317,,flex-1 min-h-0 w-full relative flex flex-col overflow-y-auto overflow-x-hidden custom-scrollbar pb-[max(env(safe-area-inset-bottom);5rem)],7,
UniversalDetail.jsx,src/pages/features/UniversalDetail.jsx,320,,w-full relative z-0 bg-[var(--bg-panel)] overflow-hidden flex items-center justify-center shrink-0,1,
UniversalDetail.jsx,src/pages/features/UniversalDetail.jsx,336,,sticky top-0 z-[190] w-full shrink-0 shadow-sm,1,
UniversalDetail.jsx,src/pages/features/UniversalDetail.jsx,353,,w-full flex flex-col items-center justify-center px-6 relative group,4,
UniversalDetail.jsx,src/pages/features/UniversalDetail.jsx,373,,max-w-4xl mx-auto px-6 md:px-12 w-full shrink-0 flex-1,2,
UniversalDetail.jsx,src/pages/features/UniversalDetail.jsx,380,,w-full,4,
UniversalDetail.jsx,src/pages/features/UniversalDetail.jsx,384,,w-full flex justify-center md:justify-start items-center gap-2 mb-12 flex-wrap,1,
UniversalDetail.jsx,src/pages/features/UniversalDetail.jsx,390,,[Expressió Dinàmica],1,
UniversalDetail.jsx,src/pages/features/UniversalDetail.jsx,400,,mt-16 flex flex-col gap-6,1,
UniversalDetail.jsx,src/pages/features/UniversalDetail.jsx,406,,flex flex-col md:flex-row items-center justify-between p-6 sm:p-8 bg-[var(--bg-panel)] rounded-3xl border border-[var(--border-master)] shadow-sm gap-6 hover:border-[var(--theme-accent-primary)] transition-colors,2,
UniversalDetail.jsx,src/pages/features/UniversalDetail.jsx,407,,flex flex-col sm:flex-row items-center sm:items-center text-center sm:text-left gap-4 md:gap-6 w-full md:w-auto,2,
UniversalDetail.jsx,src/pages/features/UniversalDetail.jsx,409,,w-24 h-24 sm:w-28 sm:h-28 shrink-0 rounded-2xl overflow-hidden border border-[var(--border-master)] shadow-md bg-black/5 dark:bg-white/5 flex items-center justify-center,1,
UniversalDetail.jsx,src/pages/features/UniversalDetail.jsx,413,,flex flex-col,3,
UniversalDetail.jsx,src/pages/features/UniversalDetail.jsx,421,,flex flex-col items-center md:items-end shrink-0 w-full md:w-auto mt-4 md:mt-0,2,
UniversalDetail.jsx,src/pages/features/UniversalDetail.jsx,439,,flex flex-col items-center justify-center p-8 bg-[var(--bg-panel)] rounded-3xl border border-[var(--border-master)] shadow-sm,3,
VisionView.jsx,src/pages/features/VisionView.jsx,56,,vision-page-container,3,
VisionView.jsx,src/pages/features/VisionView.jsx,58,,vision-page-header,3,
VisionView.jsx,src/pages/features/VisionView.jsx,62,,vision-page-title,2,
VisionView.jsx,src/pages/features/VisionView.jsx,66,,,0,DIV Buit (Sense contingut)
VisionView.jsx,src/pages/features/VisionView.jsx,69,,vision-page-content,2,
VisionView.jsx,src/pages/features/VisionView.jsx,72,,vision-modes-grid,1,
VisionView.jsx,src/pages/features/VisionView.jsx,74,,,5,Contenidor simple sense classes/id
VisionView.jsx,src/pages/features/VisionView.jsx,75,,[Expressió Dinàmica],3,
VisionView.jsx,src/pages/features/VisionView.jsx,79,,vision-icon-wrapper,1,
VisionView.jsx,src/pages/features/VisionView.jsx,82,,vision-card-content,2,
VisionView.jsx,src/pages/features/VisionView.jsx,86,,vision-status-dot,0,DIV Buit (Sense contingut)
VisionView.jsx,src/pages/features/VisionView.jsx,91,,chat-embed-container animate-in-up,2,
VisionView.jsx,src/pages/features/VisionView.jsx,92,,chat-embed-header,2,
VisionView.jsx,src/pages/features/VisionView.jsx,96,,chat-embed-list custom-scrollbar,1,
VisionView.jsx,src/pages/features/VisionView.jsx,100,,[Expressió Dinàmica],3,
VisionView.jsx,src/pages/features/VisionView.jsx,105,,chat-embed-avatar,2,
VisionView.jsx,src/pages/features/VisionView.jsx,111,,chat-embed-info,2,
VisionView.jsx,src/pages/features/VisionView.jsx,112,,chat-embed-name-row,1,
VisionView.jsx,src/pages/features/VisionView.jsx,117,,chat-embed-toggle-wrapper,1,
VisionView.jsx,src/pages/features/VisionView.jsx,118,,[Expressió Dinàmica],1,
VisionView.jsx,src/pages/features/VisionView.jsx,131,,chat-embed-container animate-in-up,1,
VisionView.jsx,src/pages/features/VisionView.jsx,132,,chat-embed-list,1,
VisionView.jsx,src/pages/features/VisionView.jsx,134,,chat-embed-agent-row active,3,
VisionView.jsx,src/pages/features/VisionView.jsx,135,,chat-embed-avatar,2,
VisionView.jsx,src/pages/features/VisionView.jsx,139,,chat-embed-info,2,
VisionView.jsx,src/pages/features/VisionView.jsx,140,,chat-embed-name-row,1,
VisionView.jsx,src/pages/features/VisionView.jsx,145,,chat-embed-toggle-wrapper,1,
VisionView.jsx,src/pages/features/VisionView.jsx,146,,chat-embed-toggle active,1,
VitalSecurity.jsx,src/pages/features/VitalSecurity.jsx,6,,flex h-screen w-full flex-col bg-[var(--background-color)],2,
VitalSecurity.jsx,src/pages/features/VitalSecurity.jsx,12,,flex flex-1 flex-col overflow-y-auto p-4 custom-scrollbar padding-bottom-safe,1,
VitalSecurity.jsx,src/pages/features/VitalSecurity.jsx,13,,mx-auto w-full max-w-2xl px-2 py-6 flex flex-col gap-8,4,
VitalSecurity.jsx,src/pages/features/VitalSecurity.jsx,16,,animate-in slide-in-from-bottom-4 duration-500 fade-in delay-100,1,
VitalSecurity.jsx,src/pages/features/VitalSecurity.jsx,21,,animate-in slide-in-from-bottom-4 duration-500 fade-in delay-200 flex flex-col gap-4 rounded-3xl bg-[var(--surface-color)] p-6 shadow-sm ring-1 ring-red-500/20,2,
VitalSecurity.jsx,src/pages/features/VitalSecurity.jsx,22,,flex flex-col gap-2,2,
AlmaPage.jsx,src/pages/features/anima-del-mas/AlmaPage.jsx,24,,universal-content max-w-5xl mx-auto py-12 px-4 md:px-8,12,
AlmaPage.jsx,src/pages/features/anima-del-mas/AlmaPage.jsx,26,,lead mb-12,2,
AlmaPage.jsx,src/pages/features/anima-del-mas/AlmaPage.jsx,30,,mb-12,6,
AlmaPage.jsx,src/pages/features/anima-del-mas/AlmaPage.jsx,58,,mb-12,3,
AlmaPage.jsx,src/pages/features/anima-del-mas/AlmaPage.jsx,80,,mb-12,5,
AlmaPage.jsx,src/pages/features/anima-del-mas/AlmaPage.jsx,110,,mb-12,3,
AlmaPage.jsx,src/pages/features/anima-del-mas/AlmaPage.jsx,127,,pt-8 mt-12 text-center,2,
EmotionalArc.jsx,src/pages/features/anima-del-mas/EmotionalArc.jsx,24,,w-full overflow-hidden relative bg-[#0a0f1c] p-6 rounded-3xl border border-slate-800 shadow-2xl,1,
LawsGrid.jsx,src/pages/features/anima-del-mas/LawsGrid.jsx,14,,grid sm:grid-cols-2 lg:grid-cols-3 gap-6,1,
LawsGrid.jsx,src/pages/features/anima-del-mas/LawsGrid.jsx,17,,text-4xl mb-4 group-hover:scale-110 transition-transform,1,
MemoryBar.jsx,src/pages/features/anima-del-mas/MemoryBar.jsx,18,,bg-[rgba(255;255;255;0.03)] p-5 rounded-xl border border-slate-800,3,
MemoryBar.jsx,src/pages/features/anima-del-mas/MemoryBar.jsx,19,,flex items-center justify-between mb-4,2,
MemoryBar.jsx,src/pages/features/anima-del-mas/MemoryBar.jsx,20,,text-sm font-bold text-slate-200 flex items-center gap-2,2,
MemoryBar.jsx,src/pages/features/anima-del-mas/MemoryBar.jsx,21,,text-xs text-amber-500 font-mono tracking-wider uppercase bg-amber-500/10 px-2 py-1 rounded,4,
MemoryBar.jsx,src/pages/features/anima-del-mas/MemoryBar.jsx,24,,w-full bg-[rgba(255;255;255;0.05)] rounded-full h-4 overflow-hidden shadow-inner,1,
MemoryBar.jsx,src/pages/features/anima-del-mas/MemoryBar.jsx,34,,mt-4 flex flex-wrap items-center gap-6 text-sm text-slate-200 font-bold,3,
MemoryBar.jsx,src/pages/features/anima-del-mas/MemoryBar.jsx,35,,flex items-center gap-2,2,
MemoryBar.jsx,src/pages/features/anima-del-mas/MemoryBar.jsx,39,,flex items-center gap-2,2,
MemoryBar.jsx,src/pages/features/anima-del-mas/MemoryBar.jsx,43,,ml-auto text-slate-300,2,
TimelineScroll.jsx,src/pages/features/anima-del-mas/TimelineScroll.jsx,13,,relative py-8,1,
TimelineScroll.jsx,src/pages/features/anima-del-mas/TimelineScroll.jsx,30,,flex items-start gap-6,3,
TimelineScroll.jsx,src/pages/features/anima-del-mas/TimelineScroll.jsx,33,,w-14 flex flex-col items-center shrink-0 mt-1,1,
TimelineScroll.jsx,src/pages/features/anima-del-mas/TimelineScroll.jsx,34,,[Expressió Dinàmica],1,
TimelineScroll.jsx,src/pages/features/anima-del-mas/TimelineScroll.jsx,39,,flex-1,5,
TimelineScroll.jsx,src/pages/features/anima-del-mas/TimelineScroll.jsx,41,,text-sm font-bold text-slate-300 font-mono tracking-wider mb-3,1,
TimelineScroll.jsx,src/pages/features/anima-del-mas/TimelineScroll.jsx,44,,mt-5 flex flex-wrap items-center gap-x-8 gap-y-4,2,
TimelineScroll.jsx,src/pages/features/anima-del-mas/TimelineScroll.jsx,45,,text-sm font-bold text-slate-200 flex flex-col gap-1 w-full sm:w-auto,2,
TimelineScroll.jsx,src/pages/features/anima-del-mas/TimelineScroll.jsx,47,,w-32 h-2.5 bg-slate-800 rounded-full overflow-hidden,1,
TimelineScroll.jsx,src/pages/features/anima-del-mas/TimelineScroll.jsx,48,,[Expressió Dinàmica],0,DIV Buit (Sense contingut)
TimelineScroll.jsx,src/pages/features/anima-del-mas/TimelineScroll.jsx,52,,text-sm font-bold text-slate-200 flex flex-col gap-1,2,
TimelineScroll.jsx,src/pages/features/anima-del-mas/TimelineScroll.jsx,54,,mt-1,1,
TimelineScroll.jsx,src/pages/features/anima-del-mas/TimelineScroll.jsx,58,,mt-4 text-sm font-bold text-slate-300 flex items-center gap-3 bg-black/40 p-2 rounded-lg w-fit,3,
LegalManifest.jsx,src/pages/public/LegalManifest.jsx,54,,universal-content markdown-body w-full,0,DIV Buit (Sense contingut)
RoadmapView.jsx,src/pages/public/RoadmapView.jsx,19,,flex-1 min-w-[320px] max-w-md w-full bg-[var(--bg-panel)] border border-[var(--border-master)] rounded-xl p-4 flex flex-col gap-4 contain-layout,2,
RoadmapView.jsx,src/pages/public/RoadmapView.jsx,20,,[Expressió Dinàmica],3,
RoadmapView.jsx,src/pages/public/RoadmapView.jsx,28,,flex flex-col gap-3 stable-scroll pb-2 z-token-base,1,
RoadmapView.jsx,src/pages/public/RoadmapView.jsx,32,,universal-card hover:scale-[1.01] transition-transform cursor-default group relative overflow-hidden bg-[var(--bg-app)] border border-[var(--border-master)],3,
RoadmapView.jsx,src/pages/public/RoadmapView.jsx,33,,absolute top-0 left-0 w-1 h-full bg-[var(--theme-accent-primary)] opacity-50,0,DIV Buit (Sense contingut)
RoadmapView.jsx,src/pages/public/RoadmapView.jsx,35,,flex justify-between items-start mb-2,2,
RoadmapView.jsx,src/pages/public/RoadmapView.jsx,39,,flex bg-[var(--theme-accent-primary)]/10 px-2 py-1 rounded gap-1 items-center,2,
