Component,Arxiu,Linia,Patró Estructural,Sospitós?,Num Fills,Classes CSS
Notes.jsx,src/pages/features/Notes.jsx,691,Contenidor Mixt,No,2,absolute right-0 top-full mt-2 w-64 bg-white dark:bg-[#1e1e1e] border border-gray-200 dark:border-[#333] rounded-xl shadow-xl z-dropdown overflow-hidden animate-in fade-in zoom-in duration-200
Notes.jsx,src/pages/features/Notes.jsx,692,Contenidor Mixt,No,2,px-4 py-3 bg-gray-50 dark:bg-[#252525] border-b border-gray-200 dark:border-[#333] text-xs flex flex-col gap-2 cursor-default
Notes.jsx,src/pages/features/Notes.jsx,693,Contenidor Mixt,No,2,flex justify-between items-center
Notes.jsx,src/pages/features/Notes.jsx,697,Contenidor Mixt,No,2,flex justify-between items-center
Notes.jsx,src/pages/features/Notes.jsx,702,Contenidor Mixt,No,13,py-1
Notes.jsx,src/pages/features/Notes.jsx,763,BUIT (Possible Basura),No,0,h-px bg-gray-200 dark:bg-[#333] my-1
Notes.jsx,src/pages/features/Notes.jsx,774,BUIT (Possible Basura),No,0,h-px bg-gray-200 dark:bg-[#333] my-1
Notes.jsx,src/pages/features/Notes.jsx,785,BUIT (Possible Basura),No,0,h-px bg-gray-200 dark:bg-[#333] my-1
Notes.jsx,src/pages/features/Notes.jsx,811,Contenidor Mixt,No,2,bg-yellow-100 text-yellow-800 text-[12px] px-4 py-1 text-center font-medium shrink-0 w-full
Notes.jsx,src/pages/features/Notes.jsx,819,Wrapper HTML (<div>),No,1,flex-1 overflow-hidden p-6 md:p-12 flex flex-col items-center bg-white dark:bg-[#1e1e1e] min-h-0
Notes.jsx,src/pages/features/Notes.jsx,820,Wrapper d'Expressió {},No,1,w-full max-w-3xl flex-1 flex flex-col min-h-0 text-lg leading-relaxed text-black dark:text-white
Notes.jsx,src/pages/features/Notes.jsx,837,Contenidor Mixt,No,3,flex-1 flex flex-col items-center justify-center text-gray-400 dark:text-gray-500 bg-[#f9f9f9] dark:bg-[#1e1e1e]
Notes.jsx,src/pages/features/Notes.jsx,841,Wrapper HTML (<button>),No,1,flex gap-4
OficiDocumentacio.jsx,src/pages/features/OficiDocumentacio.jsx,154,Contenidor Mixt,No,5,[Expressió Dinàmica]
OficiDocumentacio.jsx,src/pages/features/OficiDocumentacio.jsx,156,Wrapper HTML (<div>),No,1,px-6 md:px-12 pt-12 pb-8 sticky top-0 bg-theme-base/90 backdrop-blur-xl z-20 border-b border-[var(--border-master)]
OficiDocumentacio.jsx,src/pages/features/OficiDocumentacio.jsx,157,Contenidor Mixt,No,2,max-w-7xl mx-auto flex flex-col lg:flex-row items-start lg:items-center justify-between gap-6
OficiDocumentacio.jsx,src/pages/features/OficiDocumentacio.jsx,158,Contenidor Mixt,No,2,flex items-center gap-4
OficiDocumentacio.jsx,src/pages/features/OficiDocumentacio.jsx,166,Contenidor Mixt,No,2,
OficiDocumentacio.jsx,src/pages/features/OficiDocumentacio.jsx,177,Contenidor Mixt,No,2,flex items-center gap-3 w-full lg:w-auto
OficiDocumentacio.jsx,src/pages/features/OficiDocumentacio.jsx,178,Contenidor Mixt,No,2,relative group w-full lg:w-80
OficiDocumentacio.jsx,src/pages/features/OficiDocumentacio.jsx,200,Wrapper d'Expressió {},No,1,grid grid-cols-1 md:grid-cols-2 xl:grid-cols-3 gap-8
OficiDocumentacio.jsx,src/pages/features/OficiDocumentacio.jsx,202,Contenidor Mixt,No,4,relative group rounded-[32px] overflow-hidden bg-theme-panel border border-[var(--border-master)] hover:shadow-2xl transition-all hover:-translate-y-2 duration-500 flex flex-col h-full
OficiDocumentacio.jsx,src/pages/features/OficiDocumentacio.jsx,204,Contenidor d'Icones Múltiples/Mixt,No,6,relative h-56 w-full shrink-0 overflow-hidden bg-[var(--bg-app)] border-b border-[var(--border-master)]
OficiDocumentacio.jsx,src/pages/features/OficiDocumentacio.jsx,210,BUIT (Possible Basura),No,0,absolute inset-x-0 bottom-0 h-32 bg-gradient-to-t from-[var(--bg-panel)] via-[var(--bg-panel)]/80 to-transparent pointer-events-none
OficiDocumentacio.jsx,src/pages/features/OficiDocumentacio.jsx,212,Contenidor de Text Pura,No,1,absolute top-4 right-4 glass-panel px-2 py-1 rounded text-[8px] font-black uppercase tracking-widest text-theme-text opacity-50 pointer-events-none
OficiDocumentacio.jsx,src/pages/features/OficiDocumentacio.jsx,226,Contenidor Mixt,No,4,flex-1 p-6 sm:p-8 flex flex-col relative z-10 -mt-12
OficiDocumentacio.jsx,src/pages/features/OficiDocumentacio.jsx,227,Contenidor Mixt,No,2,flex items-center gap-3 mb-4
OficiDocumentacio.jsx,src/pages/features/OficiDocumentacio.jsx,228,Wrapper d'Expressió {},No,1,w-12 h-12 rounded-xl border border-[var(--border-master)] bg-[var(--bg-app)] flex items-center justify-center shadow-lg
OficiDocumentacio.jsx,src/pages/features/OficiDocumentacio.jsx,240,Wrapper d'Expressió {},No,1,flex flex-col gap-2 w-full mt-auto
OficiDocumentacio.jsx,src/pages/features/OficiDocumentacio.jsx,255,Contenidor Mixt,No,2,flex flex-col pr-4 min-w-0 flex-1
OficiDocumentacio.jsx,src/pages/features/OficiDocumentacio.jsx,281,Contenidor Mixt,No,2,fixed inset-0 z-dropdown bg-theme-base/95 backdrop-blur-xl flex flex-col items-center justify-center p-4 sm:p-12 animate-in fade-in duration-300
OficiDocumentacio.jsx,src/pages/features/OficiDocumentacio.jsx,288,Contenidor d'Icones Múltiples/Mixt,No,2,relative w-full max-w-5xl md:h-[80vh] flex flex-col items-center justify-center rounded-[40px] overflow-hidden border border-[var(--border-master)] bg-theme-panel shadow-2xl
OficiDocumentacio.jsx,src/pages/features/OficiDocumentacio.jsx,290,Contenidor de Text Pura,No,1,absolute bottom-6 px-4 py-2 rounded-xl text-xs font-black uppercase tracking-widest glass-panel text-theme-text text-opacity-70
ResourceDetail.jsx,src/pages/features/ResourceDetail.jsx,9,Contenidor Mixt,No,2,min-h-screen bg-black flex flex-col items-center justify-center p-6 bg-[radial-gradient(circle_at_center;_#111_0%;_#000_100%)]
ResourceDetail.jsx,src/pages/features/ResourceDetail.jsx,10,Contenidor Mixt,No,2,relative mb-8
ResourceDetail.jsx,src/pages/features/ResourceDetail.jsx,11,BUIT (Possible Basura),No,0,w-16 h-16 border-4 border-white/5 border-t-white rounded-[28px] animate-spin
ResourceDetail.jsx,src/pages/features/ResourceDetail.jsx,84,Contenidor Mixt,No,4,min-w-full min-h-[100dvh] bg-black flex flex-col items-center justify-center p-6 text-center
ResourceDetail.jsx,src/pages/features/ResourceDetail.jsx,97,Contenidor Mixt,No,8,w-full min-h-[100dvh] bg-black text-white relative font-sans overflow-x-hidden selection:bg-white selection:text-black
ResourceDetail.jsx,src/pages/features/ResourceDetail.jsx,105,Contenidor Mixt,No,7,relative w-full h-[65vh] md:h-[80vh] flex flex-col justify-end p-6 md:p-16 overflow-hidden rounded-b-3xl
ResourceDetail.jsx,src/pages/features/ResourceDetail.jsx,107,BUIT (Possible Basura),No,0,absolute inset-0 z-0 bg-cover bg-center transition-transform duration-1000 scale-105
ResourceDetail.jsx,src/pages/features/ResourceDetail.jsx,111,BUIT (Possible Basura),No,0,absolute inset-0 z-0 bg-gradient-to-t from-black via-black/40 to-transparent
ResourceDetail.jsx,src/pages/features/ResourceDetail.jsx,114,Contenidor Mixt,No,2,absolute top-6 left-6 right-6 z-20 flex items-center justify-between
ResourceDetail.jsx,src/pages/features/ResourceDetail.jsx,122,Contenidor Mixt,No,2,flex gap-3
ResourceDetail.jsx,src/pages/features/ResourceDetail.jsx,135,Contenidor Mixt,No,3,relative z-10 max-w-4xl animate-slide-up
ResourceDetail.jsx,src/pages/features/ResourceDetail.jsx,136,Contenidor Mixt,No,2,flex flex-wrap items-center gap-3 mb-6
ResourceDetail.jsx,src/pages/features/ResourceDetail.jsx,154,Contenidor Mixt,No,3,flex flex-wrap items-center gap-6 py-6 border-y border-white/10 text-xs font-bold text-gray-300 uppercase tracking-widest mt-6
ResourceDetail.jsx,src/pages/features/ResourceDetail.jsx,155,Contenidor Mixt,No,2,flex items-center gap-3
ResourceDetail.jsx,src/pages/features/ResourceDetail.jsx,159,Contenidor Mixt,No,2,flex items-center gap-2
ResourceDetail.jsx,src/pages/features/ResourceDetail.jsx,163,Contenidor Mixt,No,2,flex items-center gap-2
ResourceDetail.jsx,src/pages/features/ResourceDetail.jsx,172,Wrapper HTML (<div>),No,1,w-full bg-black relative z-20 -mt-10 px-4 md:px-0
ResourceDetail.jsx,src/pages/features/ResourceDetail.jsx,173,Contenidor Mixt,No,3,max-w-3xl mx-auto py-16 md:py-24
ResourceDetail.jsx,src/pages/features/ResourceDetail.jsx,176,Wrapper d'Expressió {},No,1,hidden md:flex flex-wrap gap-2 mb-12
ResourceDetail.jsx,src/pages/features/ResourceDetail.jsx,194,Contenidor Mixt,No,2,max-w-4xl mx-auto flex flex-col md:flex-row items-center justify-between gap-8 opacity-50 hover:opacity-100 transition-opacity duration-500
ResourceDetail.jsx,src/pages/features/ResourceDetail.jsx,195,Contenidor Mixt,No,2,flex items-center gap-6
ResourceDetail.jsx,src/pages/features/ResourceDetail.jsx,196,Contenidor d'Icona (<img>),No,1,w-16 h-16 rounded-[28px] border border-white/20 flex items-center justify-center p-3 bg-white/5
ResourceDetail.jsx,src/pages/features/ResourceDetail.jsx,199,Contenidor Mixt,No,3,flex flex-col
ResourceDetail.jsx,src/pages/features/ResourceDetail.jsx,206,Wrapper HTML (<div>),No,1,flex items-center gap-4
ResourceDetail.jsx,src/pages/features/ResourceDetail.jsx,207,Contenidor Mixt,No,2,flex flex-col items-end
ResourceDetail.jsx,src/pages/features/ResourceDetail.jsx,209,Contenidor Mixt,No,3,flex gap-2
Translations.jsx,src/pages/features/Translations.jsx,19,Contenidor Mixt,No,2,relative z-10 bg-[var(--theme-accent-primary)] w-full h-[56px] min-h-[56px] max-h-[56px] flex items-center px-3 shadow-md
Translations.jsx,src/pages/features/Translations.jsx,33,Contenidor Mixt,No,4,max-w-3xl mx-auto space-y-6
Translations.jsx,src/pages/features/Translations.jsx,36,Contenidor Mixt,No,2,bg-white dark:bg-[#1a1a1a] rounded-2xl shadow-sm border border-gray-100 dark:border-white/5 overflow-hidden
Translations.jsx,src/pages/features/Translations.jsx,37,Contenidor Mixt,No,2,p-5 sm:p-6 border-b border-gray-100 dark:border-white/5 flex items-center gap-4 bg-gray-50/50 dark:bg-black/20
Translations.jsx,src/pages/features/Translations.jsx,38,Wrapper de Component (<Globe>),No,1,w-12 h-12 rounded-full bg-[var(--theme-accent-primary)]/10 flex items-center justify-center text-[var(--theme-accent-primary)] shrink-0
Translations.jsx,src/pages/features/Translations.jsx,41,Contenidor Mixt,No,2,
Translations.jsx,src/pages/features/Translations.jsx,46,Contenidor Mixt,No,2,p-5 sm:p-6 bg-theme-base
Translations.jsx,src/pages/features/Translations.jsx,53,Contenidor Mixt,No,2,bg-white dark:bg-[#1a1a1a] rounded-2xl shadow-sm border border-gray-100 dark:border-white/5 overflow-hidden
Translations.jsx,src/pages/features/Translations.jsx,54,Contenidor Mixt,No,2,p-5 sm:p-6 border-b border-gray-100 dark:border-white/5 flex items-center gap-4 bg-blue-50 dark:bg-blue-900/10
Translations.jsx,src/pages/features/Translations.jsx,55,Wrapper de Component (<Languages>),No,1,w-12 h-12 rounded-full bg-blue-100 dark:bg-blue-500/20 flex items-center justify-center text-blue-600 dark:text-blue-400 shrink-0
Translations.jsx,src/pages/features/Translations.jsx,58,Contenidor Mixt,No,2,
Translations.jsx,src/pages/features/Translations.jsx,63,Contenidor Mixt,No,2,p-5 sm:p-6 bg-theme-base space-y-4
Translations.jsx,src/pages/features/Translations.jsx,64,Contenidor Mixt,No,2,flex items-start gap-3 text-gray-700 dark:text-gray-300 text-[15px] leading-relaxed
Translations.jsx,src/pages/features/Translations.jsx,66,Contenidor Mixt,No,2,
Translations.jsx,src/pages/features/Translations.jsx,77,Contenidor Mixt,No,2,bg-gray-50 dark:bg-black/20 p-4 rounded-xl border border-gray-100 dark:border-white/5
UniversalDetail.jsx,src/pages/features/UniversalDetail.jsx,109,Contenidor Mixt,No,4,flex flex-col items-center justify-center p-8 text-center min-h-[50vh]
UniversalDetail.jsx,src/pages/features/UniversalDetail.jsx,226,Contenidor Mixt,No,6,flex flex-col h-full w-full bg-theme-base animate-in fade-in relative
UniversalDetail.jsx,src/pages/features/UniversalDetail.jsx,236,Wrapper HTML (<div>),No,1,z-[var(--z-sticky;200)] w-full max-w-full overflow-hidden shadow-lg bg-[#4F46E5] text-white dark:bg-[#F97316] dark:text-[#111111] transition-all shrink-0 touch-manipulation border-b border-black/10 dark:border-white/10
UniversalDetail.jsx,src/pages/features/UniversalDetail.jsx,237,Contenidor Mixt,No,6,flex items-center justify-between min-h-[56px] px-2 sm:px-4 w-full max-w-7xl mx-auto overflow-hidden
UniversalDetail.jsx,src/pages/features/UniversalDetail.jsx,240,Contenidor Mixt,No,3,flex items-center justify-start gap-1 shrink-0
UniversalDetail.jsx,src/pages/features/UniversalDetail.jsx,271,BUIT (Possible Basura),No,0,flex items-center justify-center shrink-0 mx-2
UniversalDetail.jsx,src/pages/features/UniversalDetail.jsx,275,Contenidor Mixt,No,4,flex items-center justify-end gap-1 sm:gap-2 flex-1 min-w-0 overflow-x-auto no-scrollbar scroll-smooth
UniversalDetail.jsx,src/pages/features/UniversalDetail.jsx,317,Contenidor Mixt,No,7,flex-1 min-h-0 w-full relative flex flex-col overflow-y-auto overflow-x-hidden custom-scrollbar pb-[max(env(safe-area-inset-bottom);5rem)]
UniversalDetail.jsx,src/pages/features/UniversalDetail.jsx,320,Wrapper de Component (<UniversalCardMedia>),No,1,w-full relative z-0 bg-[var(--bg-panel)] overflow-hidden flex items-center justify-center shrink-0
UniversalDetail.jsx,src/pages/features/UniversalDetail.jsx,336,Wrapper de Component (<UniversalCardHeader>),No,1,sticky top-0 z-[190] w-full shrink-0 shadow-sm
UniversalDetail.jsx,src/pages/features/UniversalDetail.jsx,353,Contenidor d'Icones Múltiples/Mixt,No,4,w-full flex flex-col items-center justify-center px-6 relative group
UniversalDetail.jsx,src/pages/features/UniversalDetail.jsx,373,Contenidor Mixt,No,2,max-w-4xl mx-auto px-6 md:px-12 w-full shrink-0 flex-1
UniversalDetail.jsx,src/pages/features/UniversalDetail.jsx,380,Contenidor Mixt,No,4,w-full
UniversalDetail.jsx,src/pages/features/UniversalDetail.jsx,384,Wrapper d'Expressió {},No,1,w-full flex justify-center md:justify-start items-center gap-2 mb-12 flex-wrap
UniversalDetail.jsx,src/pages/features/UniversalDetail.jsx,390,Wrapper HTML (<span>),No,1,[Expressió Dinàmica]
UniversalDetail.jsx,src/pages/features/UniversalDetail.jsx,400,Wrapper d'Expressió {},No,1,mt-16 flex flex-col gap-6
UniversalDetail.jsx,src/pages/features/UniversalDetail.jsx,406,Contenidor Mixt,No,2,flex flex-col md:flex-row items-center justify-between p-6 sm:p-8 bg-[var(--bg-panel)] rounded-3xl border border-[var(--border-master)] shadow-sm gap-6 hover:border-[var(--theme-accent-primary)] transition-colors
UniversalDetail.jsx,src/pages/features/UniversalDetail.jsx,407,Contenidor Mixt,No,2,flex flex-col sm:flex-row items-center sm:items-center text-center sm:text-left gap-4 md:gap-6 w-full md:w-auto
UniversalDetail.jsx,src/pages/features/UniversalDetail.jsx,409,Contenidor d'Icona (<img>),No,1,w-24 h-24 sm:w-28 sm:h-28 shrink-0 rounded-2xl overflow-hidden border border-[var(--border-master)] shadow-md bg-black/5 dark:bg-white/5 flex items-center justify-center
UniversalDetail.jsx,src/pages/features/UniversalDetail.jsx,413,Contenidor Mixt,No,3,flex flex-col
UniversalDetail.jsx,src/pages/features/UniversalDetail.jsx,421,Contenidor Mixt,No,2,flex flex-col items-center md:items-end shrink-0 w-full md:w-auto mt-4 md:mt-0
UniversalDetail.jsx,src/pages/features/UniversalDetail.jsx,439,Contenidor Mixt,No,3,flex flex-col items-center justify-center p-8 bg-[var(--bg-panel)] rounded-3xl border border-[var(--border-master)] shadow-sm
VisionView.jsx,src/pages/features/VisionView.jsx,56,Contenidor Mixt,No,3,vision-page-container
VisionView.jsx,src/pages/features/VisionView.jsx,58,Contenidor Mixt,No,3,vision-page-header
VisionView.jsx,src/pages/features/VisionView.jsx,62,Contenidor Mixt,No,2,vision-page-title
VisionView.jsx,src/pages/features/VisionView.jsx,66,BUIT (Possible Basura),SÍ: Buit i sense classes,0,
VisionView.jsx,src/pages/features/VisionView.jsx,69,Contenidor Mixt,No,2,vision-page-content
VisionView.jsx,src/pages/features/VisionView.jsx,72,Wrapper d'Expressió {},No,1,vision-modes-grid
VisionView.jsx,src/pages/features/VisionView.jsx,74,Contenidor Mixt,No,5,
VisionView.jsx,src/pages/features/VisionView.jsx,75,Contenidor Mixt,No,3,[Expressió Dinàmica]
VisionView.jsx,src/pages/features/VisionView.jsx,79,BUIT (Possible Basura),No,0,vision-icon-wrapper
VisionView.jsx,src/pages/features/VisionView.jsx,82,Contenidor Mixt,No,2,vision-card-content
VisionView.jsx,src/pages/features/VisionView.jsx,86,BUIT (Possible Basura),No,0,vision-status-dot
VisionView.jsx,src/pages/features/VisionView.jsx,91,Contenidor Mixt,No,2,chat-embed-container animate-in-up
VisionView.jsx,src/pages/features/VisionView.jsx,92,Contenidor Mixt,No,2,chat-embed-header
VisionView.jsx,src/pages/features/VisionView.jsx,96,Wrapper d'Expressió {},No,1,chat-embed-list custom-scrollbar
VisionView.jsx,src/pages/features/VisionView.jsx,100,Contenidor Mixt,No,3,[Expressió Dinàmica]
VisionView.jsx,src/pages/features/VisionView.jsx,105,Contenidor d'Icones Múltiples/Mixt,No,2,chat-embed-avatar
VisionView.jsx,src/pages/features/VisionView.jsx,111,Contenidor Mixt,No,2,chat-embed-info
VisionView.jsx,src/pages/features/VisionView.jsx,112,Wrapper HTML (<span>),No,1,chat-embed-name-row
VisionView.jsx,src/pages/features/VisionView.jsx,117,Wrapper HTML (<div>),No,1,chat-embed-toggle-wrapper
VisionView.jsx,src/pages/features/VisionView.jsx,118,Wrapper d'Expressió {},No,1,[Expressió Dinàmica]
VisionView.jsx,src/pages/features/VisionView.jsx,131,Wrapper HTML (<div>),No,1,chat-embed-container animate-in-up
VisionView.jsx,src/pages/features/VisionView.jsx,132,Wrapper d'Expressió {},No,1,chat-embed-list
VisionView.jsx,src/pages/features/VisionView.jsx,134,Contenidor Mixt,No,3,chat-embed-agent-row active
VisionView.jsx,src/pages/features/VisionView.jsx,135,Contenidor d'Icones Múltiples/Mixt,No,2,chat-embed-avatar
VisionView.jsx,src/pages/features/VisionView.jsx,139,Contenidor Mixt,No,2,chat-embed-info
VisionView.jsx,src/pages/features/VisionView.jsx,140,Wrapper HTML (<span>),No,1,chat-embed-name-row
VisionView.jsx,src/pages/features/VisionView.jsx,145,Wrapper HTML (<div>),No,1,chat-embed-toggle-wrapper
VisionView.jsx,src/pages/features/VisionView.jsx,146,Wrapper de Component (<Check>),No,1,chat-embed-toggle active
VitalSecurity.jsx,src/pages/features/VitalSecurity.jsx,6,Contenidor Mixt,No,2,flex h-screen w-full flex-col bg-[var(--background-color)]
VitalSecurity.jsx,src/pages/features/VitalSecurity.jsx,12,Wrapper HTML (<div>),No,1,flex flex-1 flex-col overflow-y-auto p-4 custom-scrollbar padding-bottom-safe
VitalSecurity.jsx,src/pages/features/VitalSecurity.jsx,13,Contenidor Mixt,No,4,mx-auto w-full max-w-2xl px-2 py-6 flex flex-col gap-8
VitalSecurity.jsx,src/pages/features/VitalSecurity.jsx,16,Wrapper de Component (<MedicationManager>),No,1,animate-in slide-in-from-bottom-4 duration-500 fade-in delay-100
VitalSecurity.jsx,src/pages/features/VitalSecurity.jsx,21,Contenidor Mixt,No,2,animate-in slide-in-from-bottom-4 duration-500 fade-in delay-200 flex flex-col gap-4 rounded-3xl bg-[var(--surface-color)] p-6 shadow-sm ring-1 ring-red-500/20
VitalSecurity.jsx,src/pages/features/VitalSecurity.jsx,22,Contenidor Mixt,No,2,flex flex-col gap-2
AlmaPage.jsx,src/pages/features/anima-del-mas/AlmaPage.jsx,24,Contenidor Mixt,No,12,universal-content max-w-5xl mx-auto py-12 px-4 md:px-8
AlmaPage.jsx,src/pages/features/anima-del-mas/AlmaPage.jsx,26,Contenidor Mixt,No,2,lead mb-12
AlmaPage.jsx,src/pages/features/anima-del-mas/AlmaPage.jsx,30,Contenidor Mixt,No,6,mb-12
AlmaPage.jsx,src/pages/features/anima-del-mas/AlmaPage.jsx,58,Contenidor Mixt,No,3,mb-12
AlmaPage.jsx,src/pages/features/anima-del-mas/AlmaPage.jsx,80,Contenidor Mixt,No,5,mb-12
AlmaPage.jsx,src/pages/features/anima-del-mas/AlmaPage.jsx,110,Contenidor Mixt,No,3,mb-12
AlmaPage.jsx,src/pages/features/anima-del-mas/AlmaPage.jsx,127,Contenidor Mixt,No,2,pt-8 mt-12 text-center
